num_seats_total,mean_net_ticket_price,Dept_Date,Purchase_Date,Train_Number_All,Culmulative_sales,isNormCabin,isReturn,isOneway,Customer_Cat
3,365.593879,4/27/19,4/15/19,K,9,0,1,0,A
1,357.2391671,5/21/19,5/9/19,H,11,0,0,0,A
2,364.8799335,9/29/18,9/17/18,B,8,0,1,0,A
1,359.5024124,4/13/19,4/1/19,B,22,0,1,0,A
1,597.2443872,6/25/19,6/13/19,I,4,0,1,0,A
1,188.2107638,10/25/18,10/13/18,C,34,1,1,0,A
2,573.2476147,11/11/18,10/30/18,B,2,0,1,0,A
1,422.2951389,12/12/18,11/30/18,N,3,0,1,0,A
4,277.8046187,3/13/19,3/1/19,B,5,0,1,0,A
1,318.7921732,6/26/19,6/14/19,E,1,0,0,0,A
2,279.6149909,7/18/18,7/6/18,F,7,0,0,0,A
2,316.5035472,5/8/19,4/26/19,E,2,0,0,0,A
1,282.670941,6/12/19,5/31/19,E,10,0,0,0,A
3,303.25218,2/19/19,2/7/19,L,6,0,0,0,A
1,350.2314119,5/28/19,5/16/19,F,10,0,0,0,A
2,434.5604719,12/10/18,11/28/18,D,6,0,1,0,A
1,469.8879556,11/11/18,10/30/18,J,2,0,0,0,A
2,592.5014112,12/30/18,12/18/18,B,13,0,1,0,A
1,593.4886571,10/7/18,9/25/18,E,9,0,0,0,A
1,367.6230546,10/27/18,10/15/18,B,7,0,1,0,A
2,426.9052299,7/19/18,7/7/18,G,6,0,1,0,A
2,588.9036086,12/9/18,11/27/18,G,2,0,1,0,A
1,372.1547915,3/4/19,2/20/19,A,13,0,0,0,A
1,434.303977,10/21/18,10/9/18,L,1,0,0,0,A
1,184.5766928,6/27/18,6/15/18,K,1,1,1,0,A
1,369.3468657,7/9/19,6/27/19,K,1,0,1,0,A
2,356.4176446,9/24/18,9/12/18,C,7,0,1,0,A
1,285.7989709,12/4/18,11/22/18,L,3,0,0,0,A
2,364.1203556,11/13/18,11/1/18,A,11,0,0,0,A
1,366.9778767,11/21/18,11/9/18,L,3,0,0,0,A
3,430.5890866,5/20/19,5/8/19,B,28,0,1,0,A
4,351.3423232,6/11/19,5/30/19,C,10,0,1,0,A
1,360.9990368,11/5/18,10/24/18,L,5,0,0,0,A
1,371.6518871,3/18/19,3/6/19,E,13,0,0,0,A
2,389.2633743,11/10/18,10/29/18,D,4,0,1,0,A
1,609.5875023,6/16/19,6/4/19,D,1,0,1,0,A
1,354.4353692,9/1/18,8/20/18,K,3,0,1,0,A
1,359.5189632,3/25/19,3/13/19,G,3,0,1,0,A
2,356.2904946,5/14/19,5/2/19,F,8,0,0,0,A
1,574.0469312,1/29/19,1/17/19,J,1,0,0,0,A
1,302.9124253,6/19/18,6/7/18,E,6,0,0,0,A
3,377.67019,7/4/18,6/22/18,B,5,0,1,0,A
3,365.9810996,11/13/18,11/1/18,D,6,0,1,0,A
1,371.9485312,11/3/18,10/22/18,I,61,0,1,0,A
1,362.7066133,7/18/18,7/6/18,F,11,0,0,0,A
2,350.9235445,6/9/19,5/28/19,E,14,0,0,0,A
3,285.6668345,8/29/18,8/17/18,C,7,0,1,0,A
1,187.6663276,5/22/19,5/10/19,N,4,1,1,0,A
4,529.3855746,4/30/19,4/18/19,B,14,0,1,0,A
1,319.9502065,5/28/19,5/16/19,E,2,0,0,0,A
2,363.3859619,10/10/18,9/28/18,G,12,0,1,0,A
1,367.5541422,10/29/18,10/17/18,E,26,0,0,0,A
1,431.4583171,8/8/18,7/27/18,E,5,0,0,0,A
1,588.0956305,12/26/18,12/14/18,I,7,0,1,0,A
2,305.5144802,5/7/19,4/25/19,E,3,0,0,0,A
2,288.5649647,7/7/18,6/25/18,E,3,0,0,0,A
2,432.7967188,9/22/18,9/10/18,G,13,0,1,0,A
1,304.8104442,10/31/18,10/19/18,L,2,0,0,0,A
2,589.2088464,6/17/18,6/5/18,C,4,0,1,0,A
2,429.5958395,1/2/19,12/21/18,E,4,0,0,0,A
4,455.815696,7/1/19,6/19/19,J,1,0,0,0,A
2,583.317907,4/17/19,4/5/19,D,3,0,1,0,A
1,407.7227893,7/9/18,6/27/18,J,1,0,0,0,A
1,275.090593,10/28/18,10/16/18,E,5,0,0,0,A
1,367.9033493,3/13/19,3/1/19,C,11,0,1,0,A
2,356.3956209,11/28/18,11/16/18,G,9,0,1,0,A
1,186.2917059,6/19/19,6/7/19,J,8,1,0,0,A
7,279.4207369,6/26/18,6/14/18,G,8,0,1,0,A
2,419.5240345,4/3/19,3/22/19,I,5,0,1,0,A
4,276.8715831,3/31/19,3/19/19,F,4,0,0,0,A
4,427.7166365,1/14/19,1/2/19,C,5,0,1,0,A
2,367.9079124,1/21/19,1/9/19,E,13,0,0,0,A
1,577.6691906,8/17/18,8/5/18,B,2,0,1,0,A
1,252.6396238,10/27/18,10/15/18,C,1,1,1,0,A
5,516.9865801,7/2/18,6/20/18,J,5,0,0,0,A
2,297.6660982,9/9/18,8/28/18,E,5,0,0,0,A
1,286.1705489,10/16/18,10/4/18,A,2,0,0,0,A
7,284.175412,3/27/19,3/15/19,E,11,0,0,0,A
1,360.709777,2/13/19,2/1/19,N,1,0,1,0,A
1,365.3002602,6/17/18,6/5/18,H,1,0,0,0,A
1,337.9962222,11/24/18,11/12/18,K,2,0,1,0,A
1,337.3051585,3/23/19,3/11/19,G,7,0,1,0,A
3,365.1342931,3/5/19,2/21/19,J,8,0,0,0,A
2,506.1822962,11/10/18,10/29/18,B,8,0,1,0,A
1,276.776706,2/26/19,2/14/19,I,2,0,1,0,A
1,350.8391098,7/2/18,6/20/18,M,2,0,0,0,A
2,418.2649135,9/16/18,9/4/18,J,2,0,0,0,A
1,330.430598,1/8/19,12/27/18,E,2,0,0,0,A
2,430.0074837,10/22/18,10/10/18,E,3,0,0,0,A
4,366.2852091,4/2/19,3/21/19,C,6,0,1,0,A
3,367.868028,12/1/18,11/19/18,F,8,0,0,0,A
1,608.9898033,4/14/19,4/2/19,K,1,0,1,0,A
1,362.3204424,9/2/18,8/21/18,B,8,0,1,0,A
1,341.2176156,12/8/18,11/26/18,K,2,0,1,0,A
1,285.9807308,1/19/19,1/7/19,F,2,0,0,0,A
1,364.5894451,7/9/19,6/27/19,F,9,0,0,0,A
5,525.8276106,6/18/18,6/6/18,L,3,0,0,0,A
2,364.3687528,9/16/18,9/4/18,E,8,0,0,0,A
1,426.7729382,7/22/18,7/10/18,D,2,0,1,0,A
2,501.1230776,12/4/18,11/22/18,A,3,0,0,0,A
1,275.603839,8/8/18,7/27/18,D,1,0,1,0,A
1,351.3382057,5/27/19,5/15/19,D,5,0,1,0,A
1,433.70237,7/16/18,7/4/18,F,4,0,0,0,A
1,575.1080739,9/23/18,9/11/18,I,3,0,1,0,A
1,281.2402313,1/16/19,1/4/19,C,1,0,1,0,A
1,367.4054417,3/11/19,2/27/19,A,4,0,0,0,A
1,357.6877249,8/7/18,7/26/18,B,4,0,1,0,A
1,184.5635581,8/29/18,8/17/18,N,2,1,1,0,A
3,356.9558886,2/16/19,2/4/19,C,6,0,1,0,A
1,361.2550619,7/2/19,6/20/19,E,2,0,0,0,A
1,365.0650333,7/7/19,6/25/19,E,7,0,0,0,A
3,359.7885647,3/20/19,3/8/19,C,15,0,1,0,A
1,363.3872727,3/20/19,3/8/19,G,1,0,1,0,A
1,348.1276478,5/17/19,5/5/19,G,6,0,1,0,A
3,374.6557371,7/3/18,6/21/18,E,1,0,0,0,A
4,358.653731,1/16/19,1/4/19,H,6,0,0,0,A
1,137.239126,10/30/18,10/18/18,J,11,1,0,0,A
2,401.5314625,12/11/18,11/29/18,J,3,0,0,0,A
4,425.8233827,1/22/19,1/10/19,G,4,0,1,0,A
1,332.0523402,7/11/18,6/29/18,C,1,0,1,0,A
3,364.7998022,2/20/19,2/8/19,G,8,0,1,0,A
1,292.3230905,1/9/19,12/28/18,F,2,0,0,0,A
1,256.1705911,2/24/19,2/12/19,H,1,1,0,0,A
2,370.7031854,1/7/19,12/26/18,F,18,0,0,0,A
1,354.1946319,7/30/18,7/18/18,C,2,0,1,0,A
1,422.0255904,11/6/18,10/25/18,B,23,0,1,0,A
2,166.6500113,5/29/19,5/17/19,G,5,1,1,0,A
2,348.4309021,6/19/19,6/7/19,C,12,0,1,0,A
5,188.3188891,6/19/19,6/7/19,C,22,1,1,0,A
2,358.4034087,4/2/19,3/21/19,L,4,0,0,0,A
1,275.6223543,7/4/18,6/22/18,A,3,0,0,0,A
2,579.0474814,11/26/18,11/14/18,F,8,0,0,0,A
1,364.6650719,1/1/19,12/20/18,L,2,0,0,0,A
1,367.8200967,1/1/19,12/20/18,A,3,0,0,0,A
1,610.0595106,5/5/19,4/23/19,A,3,0,0,0,A
15,436.4417299,4/17/19,4/5/19,L,2,0,0,0,A
12,284.1622511,4/17/19,4/5/19,L,18,0,0,0,A
3,426.9019311,4/17/19,4/5/19,E,3,0,0,0,A
25,246.4821705,4/17/19,4/5/19,E,25,1,0,0,A
1,327.0218668,7/3/19,6/21/19,B,1,0,1,0,A
2,270.8736191,8/15/18,8/3/18,C,14,0,1,0,A
1,354.3605151,11/12/18,10/31/18,A,5,0,0,0,A
4,363.2072459,3/27/19,3/15/19,G,19,0,1,0,A
1,367.538808,4/24/19,4/12/19,C,9,0,1,0,A
1,248.9201652,7/14/18,7/2/18,G,4,1,1,0,A
1,336.8584024,1/21/19,1/9/19,E,2,0,0,0,A
1,604.1355545,3/4/19,2/20/19,F,1,0,0,0,A
1,270.2719707,6/26/18,6/14/18,I,2,0,1,0,A
1,411.0468665,6/30/18,6/18/18,D,5,0,1,0,A
3,423.5342769,7/14/18,7/2/18,K,9,0,1,0,A
1,326.224716,10/10/18,9/28/18,C,2,0,1,0,A
1,249.2329537,11/2/18,10/21/18,G,13,1,1,0,A
1,187.669745,2/27/19,2/15/19,C,12,1,1,0,A
1,308.9981438,6/19/19,6/7/19,N,2,0,1,0,A
1,272.5014207,7/11/18,6/29/18,J,1,0,0,0,A
1,274.008806,9/18/18,9/6/18,A,2,0,0,0,A
1,408.2384824,8/22/18,8/10/18,M,2,0,0,0,A
2,186.5255404,5/15/19,5/3/19,A,2,1,0,0,A
1,394.6743214,1/28/19,1/16/19,L,6,0,0,0,A
1,366.2330242,6/24/18,6/12/18,D,6,0,1,0,A
1,360.0620146,9/12/18,8/31/18,C,16,0,1,0,A
1,362.6601981,7/15/18,7/3/18,D,3,0,1,0,A
1,427.726308,6/19/18,6/7/18,B,2,0,1,0,A
2,281.7235093,9/1/18,8/20/18,K,2,0,1,0,A
2,393.8861983,8/15/18,8/3/18,E,1,0,0,0,A
2,365.7374142,3/4/19,2/20/19,L,5,0,0,0,A
2,437.453741,11/5/18,10/24/18,E,11,0,0,0,A
1,247.0656775,4/11/19,3/30/19,D,6,1,1,0,A
1,371.0549596,2/24/19,2/12/19,F,11,0,0,0,A
1,336.149025,3/3/19,2/19/19,L,2,0,0,0,A
1,337.6100502,3/4/19,2/20/19,L,1,0,0,0,A
4,581.2763814,12/15/18,12/3/18,B,12,0,1,0,A
1,469.7682271,1/26/19,1/14/19,G,4,0,1,0,A
2,305.556871,4/3/19,3/22/19,C,2,0,1,0,A
1,573.2774145,12/12/18,11/30/18,F,16,0,0,0,A
1,371.0355768,3/10/19,2/26/19,L,4,0,0,0,A
1,431.9319876,2/24/19,2/12/19,C,7,0,1,0,A
1,358.4011129,5/18/19,5/6/19,C,3,0,1,0,A
1,591.1296899,4/22/19,4/10/19,H,1,0,0,0,A
1,431.7852486,9/2/18,8/21/18,E,2,0,0,0,A
2,370.3922896,3/31/19,3/19/19,E,11,0,0,0,A
1,335.7588634,7/11/18,6/29/18,N,1,0,1,0,A
1,187.2529618,6/13/19,6/1/19,B,26,1,1,0,A
1,185.274281,7/10/18,6/28/18,A,1,1,0,0,A
1,184.6262421,7/9/18,6/27/18,J,3,1,0,0,A
1,186.8894702,9/19/18,9/7/18,I,6,1,1,0,A
2,371.1226455,4/10/19,3/29/19,G,11,0,1,0,A
1,140.001389,7/12/19,6/30/19,E,24,1,0,0,A
2,298.0111877,6/26/18,6/14/18,H,3,0,0,0,A
1,303.5685772,6/15/19,6/3/19,C,2,0,1,0,A
4,422.9691168,3/31/19,3/19/19,D,8,0,1,0,A
1,99.93349215,7/9/19,6/27/19,F,48,1,0,0,A
1,593.4075236,12/5/18,11/23/18,H,4,0,0,0,A
1,186.9021972,3/6/19,2/22/19,N,5,1,1,0,A
1,359.1880984,9/16/18,9/4/18,N,1,0,1,0,A
3,426.4859488,7/29/18,7/17/18,A,3,0,0,0,A
1,359.4318792,3/11/19,2/27/19,J,7,0,0,0,A
4,357.7949144,4/2/19,3/21/19,A,11,0,0,0,A
1,353.6657913,8/15/18,8/3/18,H,5,0,0,0,A
1,273.3757387,8/14/18,8/2/18,C,2,0,1,0,A
2,571.3200651,8/12/18,7/31/18,A,2,0,0,0,A
3,280.3964399,9/24/18,9/12/18,H,5,0,0,0,A
1,278.2490433,3/10/19,2/26/19,F,3,0,0,0,A
2,383.9401152,9/2/18,8/21/18,H,2,0,0,0,A
1,371.0115914,3/25/19,3/13/19,J,5,0,0,0,A
1,371.3558712,9/8/18,8/27/18,J,1,0,0,0,A
1,361.0658765,5/22/19,5/10/19,H,6,0,0,0,A
1,373.6928578,1/29/19,1/17/19,H,4,0,0,0,A
1,438.6157491,3/10/19,2/26/19,I,6,0,1,0,A
3,445.5741557,9/18/18,9/6/18,A,2,0,0,0,A
1,242.3888134,7/10/19,6/28/19,M,1,0,0,0,A
1,437.535928,12/5/18,11/23/18,N,1,0,1,0,A
1,370.5959772,12/5/18,11/23/18,L,3,0,0,0,A
1,438.5493656,7/2/19,6/20/19,A,2,0,0,0,A
2,376.7774091,7/10/19,6/28/19,C,14,0,1,0,A
1,280.3521322,1/20/19,1/8/19,M,3,0,0,0,A
1,282.4519829,1/22/19,1/10/19,A,9,0,0,0,A
4,354.390542,5/19/19,5/7/19,J,14,0,0,0,A
1,198.0114028,6/8/19,5/27/19,A,3,1,0,0,A
1,359.3319973,6/23/19,6/11/19,F,6,0,0,0,A
2,431.8067428,12/11/18,11/29/18,D,9,0,1,0,A
1,359.304793,7/1/18,6/19/18,C,6,0,1,0,A
2,364.0542585,9/11/18,8/30/18,B,5,0,1,0,A
1,186.8264028,10/24/18,10/12/18,J,1,1,0,0,A
2,354.9401288,1/16/19,1/4/19,E,8,0,0,0,A
1,298.8440245,8/7/18,7/26/18,G,4,0,1,0,A
2,355.8245369,10/9/18,9/27/18,G,10,0,1,0,A
1,417.2750744,10/28/18,10/16/18,D,3,0,1,0,A
2,420.2442954,11/14/18,11/2/18,B,4,0,1,0,A
1,356.8989485,4/22/19,4/10/19,G,4,0,1,0,A
1,354.5290678,7/3/19,6/21/19,H,3,0,0,0,A
2,505.0238231,5/14/19,5/2/19,L,1,0,0,0,A
2,357.3400054,3/4/19,2/20/19,J,8,0,0,0,A
1,187.1107361,10/16/18,10/4/18,E,8,1,0,0,A
1,427.8171926,7/25/18,7/13/18,B,5,0,1,0,A
2,285.1333541,4/2/19,3/21/19,M,2,0,0,0,A
2,316.6667891,1/20/19,1/8/19,E,11,0,0,0,A
1,197.5578851,1/19/19,1/7/19,F,13,1,0,0,A
1,360.5180858,9/15/18,9/3/18,E,4,0,0,0,A
2,187.773984,3/6/19,2/22/19,C,15,1,1,0,A
2,574.8813643,8/26/18,8/14/18,I,2,0,1,0,A
1,356.3376357,7/8/19,6/26/19,E,18,0,0,0,A
2,403.9096735,12/1/18,11/19/18,G,4,0,1,0,A
1,436.2234437,7/8/18,6/26/18,L,2,0,0,0,A
1,614.8695883,4/22/19,4/10/19,E,20,0,0,0,A
2,362.488742,9/5/18,8/24/18,C,9,0,1,0,A
1,187.6116801,2/23/19,2/11/19,K,4,1,1,0,A
2,367.6742437,1/7/19,12/26/18,J,4,0,0,0,A
1,354.9324737,7/9/18,6/27/18,K,2,0,1,0,A
1,358.7830723,12/9/18,11/27/18,K,2,0,1,0,A
1,356.5294307,6/15/19,6/3/19,G,4,0,1,0,A
1,471.0240659,11/7/18,10/26/18,I,6,0,1,0,A
1,371.9640351,12/16/18,12/4/18,A,8,0,0,0,A
2,356.7974095,7/8/19,6/26/19,J,10,0,0,0,A
1,473.6856153,7/12/19,6/30/19,K,7,0,1,0,A
1,320.7177539,5/21/19,5/9/19,J,2,0,0,0,A
1,343.5726383,10/10/18,9/28/18,G,2,0,1,0,A
3,393.1581768,11/13/18,11/1/18,F,20,0,0,0,A
2,549.003311,6/15/19,6/3/19,D,1,0,1,0,A
1,644.4577406,12/4/18,11/22/18,F,4,0,0,0,A
1,199.1515638,12/2/18,11/20/18,I,52,1,1,0,A
1,187.0904857,10/2/18,9/20/18,A,2,1,0,0,A
1,397.3045067,11/27/18,11/15/18,G,11,0,1,0,A
1,248.2567516,11/19/18,11/7/18,J,9,1,0,0,A
1,279.6931245,2/26/19,2/14/19,C,3,0,1,0,A
4,349.9348606,4/28/19,4/16/19,C,24,0,1,0,A
1,566.4107049,8/5/18,7/24/18,L,2,0,0,0,A
1,361.0516704,10/23/18,10/11/18,F,18,0,0,0,A
1,279.3204854,1/21/19,1/9/19,M,1,0,0,0,A
1,281.5489702,9/9/18,8/28/18,M,2,0,0,0,A
1,359.0060193,2/25/19,2/13/19,L,9,0,0,0,A
1,438.3061421,1/15/19,1/3/19,B,5,0,1,0,A
1,188.5156202,1/17/19,1/5/19,C,28,1,1,0,A
1,229.2082698,7/7/19,6/25/19,A,3,0,0,0,A
3,362.7666573,7/9/18,6/27/18,F,18,0,0,0,A
1,372.3680269,3/2/19,2/18/19,C,7,0,1,0,A
1,247.2332478,10/20/18,10/8/18,I,6,1,1,0,A
1,424.5830445,5/23/19,5/11/19,G,8,0,1,0,A
1,187.58963,5/29/19,5/17/19,L,5,1,0,0,A
1,99.37964154,6/26/19,6/14/19,E,125,1,0,0,A
1,290.9588376,5/21/19,5/9/19,A,2,0,0,0,A
1,371.3010789,12/29/18,12/17/18,F,1,0,0,0,A
1,323.5432867,6/12/19,5/31/19,J,1,0,0,0,A
1,362.2969241,12/1/18,11/19/18,K,7,0,1,0,A
1,279.1034341,7/10/18,6/28/18,H,1,0,0,0,A
2,395.1877389,5/26/19,5/14/19,C,3,0,1,0,A
1,185.6562187,7/4/18,6/22/18,G,3,1,1,0,A
2,183.788764,7/2/18,6/20/18,H,23,1,0,0,A
2,425.9231865,6/23/18,6/11/18,D,7,0,1,0,A
1,368.2817479,9/30/18,9/18/18,A,1,0,0,0,A
1,248.5329004,11/21/18,11/9/18,C,13,1,1,0,A
3,527.2256275,1/23/19,1/11/19,C,3,0,1,0,A
2,386.921993,9/18/18,9/6/18,M,1,0,0,0,A
1,278.3736429,6/11/19,5/30/19,F,2,0,0,0,A
1,362.7866242,2/26/19,2/14/19,D,2,0,1,0,A
1,290.3177022,9/26/18,9/14/18,J,4,0,0,0,A
2,187.595154,10/20/18,10/8/18,G,8,1,1,0,A
7,402.4478865,8/14/18,8/2/18,F,9,0,0,0,A
1,290.5179567,10/10/18,9/28/18,L,3,0,0,0,A
1,349.7304543,5/19/19,5/7/19,J,3,0,0,0,A
2,360.6107469,4/1/19,3/20/19,F,10,0,0,0,A
2,364.1774667,1/28/19,1/16/19,H,15,0,0,0,A
2,349.1372973,7/17/18,7/5/18,C,8,0,1,0,A
1,131.7303415,5/16/19,5/4/19,G,21,1,1,0,A
1,415.0484813,9/4/18,8/23/18,J,2,0,0,0,A
2,417.7836741,6/23/18,6/11/18,C,2,0,1,0,A
1,253.4934133,5/19/19,5/7/19,C,9,1,1,0,A
2,489.5424231,8/5/18,7/24/18,J,1,0,0,0,A
1,355.0528675,9/4/18,8/23/18,H,6,0,0,0,A
2,186.4915737,5/14/19,5/2/19,A,5,1,0,0,A
1,184.4178985,7/3/18,6/21/18,H,3,1,0,0,A
1,290.4819878,9/18/18,9/6/18,H,3,0,0,0,A
1,137.3575624,11/12/18,10/31/18,M,7,1,0,0,A
2,395.8152266,1/7/19,12/26/18,H,1,0,0,0,A
1,289.995653,1/9/19,12/28/18,A,2,0,0,0,A
1,290.2367726,1/27/19,1/15/19,E,16,0,0,0,A
1,288.9622738,10/21/18,10/9/18,H,1,0,0,0,A
1,187.4348445,10/10/18,9/28/18,J,19,1,0,0,A
1,580.2751522,9/22/18,9/10/18,C,4,0,1,0,A
1,356.0589383,8/14/18,8/2/18,C,6,0,1,0,A
2,188.087557,9/18/18,9/6/18,G,5,1,1,0,A
1,360.0753148,3/5/19,2/21/19,A,2,0,0,0,A
1,422.3917677,1/23/19,1/11/19,J,3,0,0,0,A
1,305.005041,6/26/19,6/14/19,I,3,0,1,0,A
1,634.3516955,8/20/18,8/8/18,H,3,0,0,0,A
1,437.6936055,9/28/18,9/16/18,B,5,0,1,0,A
1,230.9425035,7/3/19,6/21/19,A,1,0,0,0,A
2,283.3385283,5/22/19,5/10/19,E,6,0,0,0,A
1,356.0567018,8/11/18,7/30/18,C,9,0,1,0,A
2,578.3225401,12/16/18,12/4/18,K,5,0,1,0,A
1,573.2092645,9/10/18,8/29/18,H,1,0,0,0,A
1,584.8497137,8/27/18,8/15/18,J,1,0,0,0,A
1,308.3983988,3/6/19,2/22/19,G,2,0,1,0,A
1,186.8908671,11/13/18,11/1/18,A,2,1,0,0,A
1,177.0755124,6/30/19,6/18/19,L,3,1,0,0,A
2,359.7305907,3/29/19,3/17/19,B,42,0,1,0,A
2,363.7851676,10/8/18,9/26/18,E,16,0,0,0,A
1,297.5222909,5/6/19,4/24/19,H,3,0,0,0,A
2,425.081292,5/4/19,4/22/19,H,5,0,0,0,A
1,312.5276416,5/14/19,5/2/19,H,1,0,0,0,A
1,360.9340131,2/13/19,2/1/19,G,7,0,1,0,A
1,289.8483008,3/13/19,3/1/19,C,6,0,1,0,A
1,331.3562649,6/25/18,6/13/18,I,1,0,1,0,A
2,365.5819284,11/28/18,11/16/18,B,10,0,1,0,A
1,351.7853854,3/10/19,2/26/19,G,3,0,1,0,A
1,416.1315182,5/7/19,4/25/19,D,1,0,1,0,A
2,342.7139463,5/22/19,5/10/19,I,4,0,1,0,A
1,344.9857081,6/9/19,5/28/19,M,4,0,0,0,A
1,362.2472444,9/25/18,9/13/18,F,7,0,0,0,A
1,360.3891132,10/3/18,9/21/18,J,4,0,0,0,A
2,359.4998219,10/8/18,9/26/18,A,7,0,0,0,A
1,355.1373297,8/28/18,8/16/18,F,14,0,0,0,A
1,364.5458244,3/23/19,3/11/19,K,3,0,1,0,A
1,284.6610201,11/6/18,10/25/18,J,1,0,0,0,A
1,574.4295917,11/21/18,11/9/18,E,3,0,0,0,A
1,187.1674149,9/5/18,8/24/18,D,10,1,1,0,A
1,368.0988196,1/9/19,12/28/18,N,3,0,1,0,A
1,246.1454298,10/20/18,10/8/18,D,4,1,1,0,A
1,309.7613889,6/26/18,6/14/18,E,1,0,0,0,A
1,359.0911344,3/25/19,3/13/19,F,18,0,0,0,A
1,277.4895523,6/12/19,5/31/19,B,2,0,1,0,A
1,354.4021182,10/9/18,9/27/18,H,4,0,0,0,A
1,559.2723276,8/8/18,7/27/18,M,3,0,0,0,A
1,310.909773,5/6/19,4/24/19,L,2,0,0,0,A
1,242.1645648,6/23/19,6/11/19,J,6,1,0,0,A
1,354.3979268,9/16/18,9/4/18,F,5,0,0,0,A
1,99.85169713,6/26/19,6/14/19,M,6,1,0,0,A
1,355.5182831,4/14/19,4/2/19,G,3,0,1,0,A
1,277.3311583,5/15/19,5/3/19,L,4,0,0,0,A
2,361.4130822,4/2/19,3/21/19,H,13,0,0,0,A
1,285.8444806,7/8/18,6/26/18,H,4,0,0,0,A
1,358.6561821,7/10/18,6/28/18,B,1,0,1,0,A
3,189.2126687,9/19/18,9/7/18,G,9,1,1,0,A
2,280.6796528,1/28/19,1/16/19,H,11,0,0,0,A
2,399.4707468,12/9/18,11/27/18,A,3,0,0,0,A
2,187.2580376,9/12/18,8/31/18,B,11,1,1,0,A
3,423.5292732,4/3/19,3/22/19,C,7,0,1,0,A
1,359.5024982,7/11/18,6/29/18,A,5,0,0,0,A
1,357.075679,7/11/18,6/29/18,L,4,0,0,0,A
1,361.063835,7/6/19,6/24/19,E,2,0,0,0,A
2,436.6924684,4/3/19,3/22/19,D,18,0,1,0,A
4,290.1709535,4/2/19,3/21/19,E,6,0,0,0,A
1,428.5310281,12/17/18,12/5/18,A,1,0,0,0,A
3,360.2894007,1/7/19,12/26/18,E,20,0,0,0,A
1,363.4720518,3/13/19,3/1/19,L,6,0,0,0,A
2,396.2806912,7/2/18,6/20/18,A,6,0,0,0,A
1,340.6745431,12/3/18,11/21/18,L,2,0,0,0,A
1,187.9442679,10/5/18,9/23/18,G,6,1,1,0,A
1,282.9391729,5/5/19,4/23/19,M,4,0,0,0,A
2,360.1800068,1/16/19,1/4/19,C,19,0,1,0,A
1,423.8632615,6/26/19,6/14/19,B,8,0,1,0,A
2,359.8906117,3/26/19,3/14/19,F,8,0,0,0,A
2,289.5359687,4/1/19,3/20/19,L,4,0,0,0,A
2,195.1637411,7/9/18,6/27/18,C,24,1,1,0,A
2,282.9347582,2/27/19,2/15/19,C,12,0,1,0,A
1,277.8171266,2/27/19,2/15/19,G,6,0,1,0,A
1,590.0271784,5/8/19,4/26/19,G,1,0,1,0,A
3,584.7699536,10/7/18,9/25/18,J,6,0,0,0,A
3,358.4858241,11/20/18,11/8/18,C,15,0,1,0,A
1,352.1585695,6/22/19,6/10/19,G,10,0,1,0,A
4,435.2495156,1/28/19,1/16/19,A,9,0,0,0,A
1,350.7401496,6/18/19,6/6/19,A,3,0,0,0,A
1,362.0261577,12/3/18,11/21/18,G,2,0,1,0,A
1,357.9973211,7/22/18,7/10/18,C,4,0,1,0,A
2,138.3157853,4/2/19,3/21/19,A,8,1,0,0,A
1,352.9889242,12/4/18,11/22/18,C,1,0,1,0,A
1,641.3615637,6/13/18,6/1/18,E,1,0,0,0,A
1,571.1854234,8/7/18,7/26/18,A,2,0,0,0,A
1,464.7903495,8/25/18,8/13/18,D,3,0,1,0,A
1,336.6153452,11/13/18,11/1/18,C,1,0,1,0,A
1,580.4607453,2/2/19,1/21/19,B,1,0,1,0,A
1,428.0484227,8/19/18,8/7/18,J,5,0,0,0,A
1,419.2632374,7/14/18,7/2/18,D,14,0,1,0,A
3,352.7125424,8/22/18,8/10/18,C,13,0,1,0,A
1,354.5975809,9/11/18,8/30/18,D,1,0,1,0,A
1,188.739365,3/26/19,3/14/19,N,2,1,1,0,A
2,356.3941486,3/27/19,3/15/19,I,11,0,1,0,A
1,345.5167137,5/29/19,5/17/19,C,11,0,1,0,A
2,346.3474119,6/15/19,6/3/19,C,8,0,1,0,A
1,313.6794313,7/9/18,6/27/18,A,3,0,0,0,A
1,351.8893242,7/17/18,7/5/18,M,1,0,0,0,A
1,421.1744355,7/2/19,6/20/19,J,1,0,0,0,A
2,423.4718797,8/6/18,7/25/18,L,3,0,0,0,A
2,357.6896564,9/10/18,8/29/18,E,13,0,0,0,A
1,356.0128051,1/21/19,1/9/19,J,6,0,0,0,A
2,347.8936681,9/29/18,9/17/18,C,3,0,1,0,A
2,574.4461347,11/21/18,11/9/18,B,3,0,1,0,A
1,352.1099981,4/24/19,4/12/19,C,1,0,1,0,A
1,286.4053108,6/20/18,6/8/18,J,2,0,0,0,A
1,186.6494077,10/3/18,9/21/18,L,6,1,0,0,A
1,284.0128095,7/11/18,6/29/18,L,2,0,0,0,A
2,389.8474601,8/26/18,8/14/18,E,1,0,0,0,A
1,353.2822354,7/9/19,6/27/19,L,5,0,0,0,A
1,287.5996976,10/22/18,10/10/18,L,2,0,0,0,A
1,589.4256508,6/9/19,5/28/19,L,3,0,0,0,A
1,243.6279418,6/9/19,5/28/19,M,8,1,0,0,A
